0,0.994873,0.994873,0.991455,0.994873,0.991699,0.999756,0.990234,0.994873,0.994873,0.976807,0.991211,0.996338,0.994873,0.990234,0.999756,0.994873,0.994873,0.988525,0.994873,0.991455,0.999756,0.993164,0.999756,0.993408,0.994873,0.986816,0.991699,0.990479,0.992432,0.991211,0.994385,0.992188,0.994873,0.987061,0.994873,0.989746,0.991699,0.993652,0.999756,0.991455,0.994873,0.987793,0.991455,0.991455,0.992920,0.992676,0.999756,0.976807,0.994873,0.984619,0.994629,0.992188,0.999756,0.992188,0.997070,0.994873,0.994873,0.999756,0.989990,0.993652,0.993164,0.991943,0.999756,0.994873
1,0.992676,0.992676,0.989014,0.992676,0.988281,0.999756,0.987793,0.992676,0.992676,0.971924,0.988770,0.993164,0.991943,0.987061,0.998047,0.992676,0.992676,0.983887,0.992188,0.988281,0.996094,0.989990,0.996338,0.991211,0.992676,0.982666,0.987793,0.986816,0.987305,0.988281,0.992188,0.990479,0.992676,0.981934,0.992188,0.986084,0.988770,0.990967,0.998047,0.989990,0.992676,0.984131,0.988770,0.988770,0.990723,0.991211,0.999756,0.972900,0.992676,0.980469,0.991699,0.989990,0.995117,0.989746,0.995117,0.992676,0.992676,0.999756,0.987305,0.991455,0.990723,0.989502,0.999756,0.992676
2,0.990234,0.990234,0.986572,0.990234,0.984863,0.999756,0.985596,0.990234,0.990234,0.967773,0.986084,0.989990,0.989014,0.983887,0.994141,0.990234,0.990234,0.979980,0.989258,0.985352,0.991455,0.986572,0.993164,0.989014,0.990234,0.979004,0.984375,0.983398,0.983398,0.985596,0.989990,0.989014,0.990234,0.977783,0.989258,0.982910,0.986084,0.988281,0.995361,0.988525,0.990234,0.980713,0.985840,0.986328,0.988525,0.989502,0.999756,0.969727,0.990234,0.977295,0.988770,0.987793,0.990234,0.987305,0.993164,0.990234,0.990234,0.999756,0.984863,0.989014,0.988281,0.986816,0.999756,0.990234
3,0.987793,0.987793,0.984131,0.987793,0.981689,0.999756,0.983398,0.987793,0.987793,0.964111,0.983643,0.986816,0.986084,0.980957,0.990723,0.987793,0.987793,0.976318,0.986572,0.982422,0.987549,0.983398,0.989990,0.986816,0.987793,0.975586,0.981201,0.979980,0.979980,0.982910,0.988037,0.987305,0.987793,0.974365,0.986572,0.979736,0.983154,0.985596,0.992676,0.987061,0.987793,0.977783,0.983154,0.983643,0.986328,0.987793,0.999756,0.967041,0.987793,0.974365,0.986084,0.985596,0.986328,0.985107,0.991211,0.987793,0.987793,0.999756,0.982178,0.986572,0.985840,0.984375,0.999756,0.987793
4,0.985352,0.985352,0.981445,0.985352,0.978516,0.999756,0.981201,0.985352,0.985352,0.960693,0.980957,0.983887,0.983154,0.978027,0.987549,0.985352,0.985352,0.972900,0.983643,0.979492,0.983887,0.980225,0.987305,0.984619,0.985352,0.972412,0.978027,0.977051,0.977051,0.980469,0.985840,0.985596,0.985352,0.971436,0.983887,0.977051,0.980469,0.982910,0.990234,0.985352,0.985352,0.975098,0.980469,0.981201,0.983887,0.986084,0.999756,0.964355,0.985352,0.971924,0.983398,0.983154,0.983154,0.982666,0.989014,0.985352,0.985352,0.999756,0.979736,0.984375,0.983643,0.982178,0.999756,0.985352
5,0.982910,0.982910,0.979004,0.982910,0.975586,0.999756,0.979004,0.982910,0.982910,0.957764,0.978271,0.980957,0.980225,0.975098,0.984619,0.982910,0.982910,0.969727,0.980957,0.976563,0.980469,0.977295,0.984375,0.982422,0.982910,0.969482,0.975098,0.973877,0.974121,0.977783,0.983887,0.983887,0.982910,0.968506,0.981201,0.974121,0.977783,0.980225,0.987793,0.983887,0.982910,0.972412,0.977783,0.978760,0.981689,0.984131,0.999756,0.961914,0.982910,0.969482,0.980713,0.980957,0.979980,0.980469,0.987061,0.982910,0.982910,0.999756,0.977295,0.982178,0.981445,0.979736,0.999756,0.982910
6,0.980469,0.980469,0.976318,0.980469,0.972656,0.999756,0.976807,0.980469,0.980469,0.954834,0.975586,0.978271,0.977539,0.972168,0.981689,0.980469,0.980469,0.966553,0.978027,0.973633,0.977051,0.974365,0.981934,0.980225,0.980469,0.966797,0.972412,0.971191,0.971436,0.975098,0.981934,0.981934,0.980469,0.965820,0.978516,0.971436,0.975098,0.977783,0.985352,0.982178,0.980469,0.969727,0.975342,0.976074,0.979248,0.982178,0.999756,0.959717,0.980469,0.967285,0.978271,0.978760,0.977051,0.978271,0.985107,0.980469,0.980469,0.999756,0.974854,0.979980,0.979004,0.977539,0.999756,0.980469
7,0.977783,0.977783,0.973633,0.977783,0.969727,0.999756,0.974854,0.977783,0.977783,0.952148,0.973145,0.975586,0.974609,0.969482,0.979004,0.977783,0.977783,0.963623,0.975342,0.970703,0.973877,0.971436,0.979248,0.978027,0.977783,0.964111,0.969482,0.968262,0.968750,0.972656,0.979736,0.980225,0.977783,0.963135,0.975830,0.968750,0.972412,0.975098,0.982910,0.980713,0.977783,0.967285,0.972656,0.973633,0.976807,0.979980,0.999756,0.957520,0.977783,0.965088,0.975830,0.976563,0.974365,0.976074,0.982910,0.977783,0.977783,0.999756,0.972412,0.977783,0.976807,0.975342,0.997803,0.977783
8,0.975342,0.975342,0.971191,0.975342,0.966797,0.999756,0.972656,0.975342,0.975342,0.949463,0.970459,0.972900,0.971680,0.966797,0.976318,0.975342,0.975342,0.960693,0.972412,0.968018,0.970947,0.968750,0.976807,0.976074,0.975342,0.961426,0.967041,0.965576,0.966309,0.969971,0.977783,0.978516,0.975342,0.960693,0.973145,0.966309,0.969971,0.972656,0.980713,0.979004,0.975342,0.965088,0.970215,0.971191,0.974609,0.977783,0.998535,0.955566,0.975342,0.962891,0.973389,0.974121,0.971680,0.973877,0.980957,0.975342,0.975342,0.921631,0.970215,0.975586,0.974609,0.973145,0.994385,0.975342
9,0.972656,0.972656,0.968506,0.972656,0.964111,0.999756,0.970703,0.972656,0.972656,0.946777,0.967773,0.970215,0.968750,0.964111,0.973877,0.972656,0.972656,0.957764,0.969727,0.965088,0.968018,0.965820,0.974365,0.973877,0.972656,0.958984,0.964355,0.962891,0.963867,0.967529,0.975830,0.976563,0.972656,0.958252,0.970459,0.963867,0.967285,0.969971,0.978271,0.977539,0.972656,0.962891,0.967773,0.968750,0.972168,0.975586,0.995117,0.953369,0.972656,0.960938,0.970947,0.971924,0.969238,0.971680,0.979004,0.972656,0.972656,0.919678,0.968018,0.973389,0.972412,0.970947,0.990967,0.972656
