0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.000000,0.000000,0.000000,0.000000,0.000000,0.218533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050330,0.000000
2,0.004093,0.004093,0.000000,0.004093,0.000000,0.218533,0.000000,0.004093,0.004093,0.000000,0.000000,0.000000,0.011857,0.000000,0.000000,0.004093,0.004093,0.000000,0.000000,0.000000,0.017426,0.000000,0.000000,0.000000,0.004093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004093,0.000000,0.000000,0.000000,0.000000,0.000000,0.012264,0.000000,0.004093,0.000000,0.000000,0.000000,0.000000,0.000000,0.050755,0.000000,0.004093,0.000000,0.004492,0.000000,0.014429,0.000000,0.000000,0.004093,0.004093,0.000000,0.000000,0.000000,0.000000,0.000000,0.050330,0.004093
3,0.004093,0.004093,0.000000,0.004093,0.000000,0.218533,0.000000,0.004093,0.004093,0.000000,0.000000,0.000000,0.011857,0.000000,0.021096,0.004093,0.004093,0.000000,0.000000,0.000000,0.012319,0.000000,0.020913,0.000000,0.004093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004093,0.000000,0.000000,0.000000,0.000000,0.000000,0.025747,0.000000,0.004093,0.000000,0.000000,0.000000,0.000000,0.000000,0.058691,0.000000,0.004093,0.000000,0.004492,0.000000,0.014974,0.000000,0.000000,0.004093,0.004093,0.000000,0.000000,0.000000,0.000000,0.000000,0.050330,0.004093
4,0.020887,0.020887,0.000000,0.020887,0.000000,0.218533,0.000000,0.020887,0.020887,0.000000,0.000000,0.021575,0.011857,0.000000,0.021096,0.020887,0.020887,0.000000,0.023174,0.000000,0.017426,0.000000,0.020913,0.047628,0.020887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020887,0.000000,0.022873,0.000000,0.000000,0.000000,0.025747,0.000000,0.020887,0.000000,0.000000,0.000000,0.000000,0.000000,0.050755,0.000000,0.020887,0.000000,0.022925,0.022415,0.014429,0.000000,0.049313,0.020887,0.020887,0.000000,0.000000,0.000000,0.000000,0.000000,0.050330,0.020887
5,0.020887,0.020887,0.000000,0.020887,0.000000,0.218533,0.000000,0.020887,0.020887,0.000000,0.000000,0.021575,0.011857,0.000000,0.021096,0.020887,0.020887,0.000000,0.023174,0.000000,0.017426,0.020823,0.029597,0.000000,0.020887,0.000000,0.000000,0.000000,0.000000,0.000000,0.027954,0.000000,0.020887,0.000000,0.022873,0.000000,0.000000,0.020691,0.025747,0.000000,0.020887,0.000000,0.000000,0.000000,0.020065,0.020065,0.058691,0.000000,0.020887,0.000000,0.004492,0.000000,0.014429,0.021931,0.049313,0.020887,0.020887,0.000000,0.000000,0.022036,0.029220,0.000000,0.050330,0.020887
6,0.029844,0.029844,0.021332,0.029844,0.021096,0.218533,0.000000,0.029844,0.029844,0.000000,0.021675,0.030535,0.011857,0.000000,0.021096,0.029844,0.029844,0.000000,0.023174,0.023682,0.017426,0.020823,0.036275,0.000000,0.029844,0.000000,0.021625,0.000000,0.022415,0.021575,0.039583,0.042100,0.029844,0.000000,0.022873,0.000000,0.021096,0.029282,0.038476,0.000000,0.029844,0.000000,0.024294,0.021004,0.028395,0.028395,0.058691,0.000000,0.029844,0.000000,0.022925,0.022415,0.014429,0.021931,0.049313,0.029844,0.029844,0.000000,0.000000,0.031188,0.029220,0.030535,0.050330,0.029844
7,0.036693,0.036693,0.030190,0.036693,0.021096,0.215629,0.036275,0.036693,0.036693,0.000000,0.030677,0.030535,0.023731,0.021096,0.029856,0.036693,0.036693,0.000000,0.032802,0.023682,0.027573,0.029470,0.046899,0.047628,0.036693,0.000000,0.021625,0.022142,0.022415,0.030535,0.048543,0.042100,0.036693,0.000000,0.032375,0.021625,0.029856,0.029282,0.047983,0.066863,0.036693,0.036119,0.024294,0.029726,0.034800,0.034800,0.065713,0.000000,0.036693,0.000000,0.032761,0.031726,0.032804,0.038046,0.049313,0.036693,0.036693,0.000000,0.031726,0.038228,0.029220,0.030535,0.050330,0.036693
8,0.036693,0.036693,0.030190,0.036693,0.029856,0.215629,0.036275,0.036693,0.036693,0.000000,0.030677,0.037427,0.037574,0.029856,0.042285,0.036693,0.036693,0.029159,0.032802,0.033522,0.034904,0.029470,0.046899,0.047628,0.036693,0.000000,0.030606,0.031339,0.031726,0.030535,0.056126,0.042100,0.036693,0.029726,0.039686,0.030606,0.029856,0.041470,0.047983,0.066863,0.036693,0.000000,0.034391,0.036433,0.040210,0.040210,0.065713,0.000000,0.036693,0.000000,0.040287,0.038888,0.032804,0.038046,0.049313,0.036693,0.036693,0.000000,0.031726,0.049432,0.041382,0.043250,0.050330,0.036693
9,0.042468,0.042468,0.042760,0.042468,0.036593,0.212713,0.051413,0.042468,0.042468,0.000000,0.037601,0.048393,0.037574,0.036593,0.056063,0.042468,0.042468,0.029159,0.040210,0.033522,0.040960,0.036119,0.051413,0.047628,0.042468,0.029922,0.037513,0.038413,0.038888,0.037427,0.062833,0.063384,0.042468,0.029726,0.045865,0.037513,0.042285,0.046398,0.055936,0.066863,0.042468,0.036119,0.042162,0.042100,0.049313,0.044986,0.077979,0.000000,0.042468,0.000000,0.046634,0.044942,0.044147,0.049195,0.049313,0.042468,0.042468,0.000000,0.044942,0.054194,0.050755,0.053053,0.050330,0.042468
