0,62
1,3
2,3
3,3
4,3
5,4
6,4
7,5
8,5
9,6
10,7
11,9
12,9
13,11
14,13
15,16
16,18
17,21
18,24
19,24
20,27
21,34
22,36
23,39
24,43
25,48
26,52
27,56
28,60
29,65
30,71
31,75
32,81
33,85
34,93
35,97
36,105
37,110
38,116
39,121
40,128
41,136
42,145
43,149
44,157
45,160
46,169
47,172
48,179
49,184
50,190
51,196
52,203
53,210
54,213
55,216
56,226
57,227
58,226
59,233
60,231
61,234
62,235
63,237
64,239
65,237
66,239
67,237
68,233
69,231
70,231
71,225
72,225
73,218
74,215
75,214
76,205
77,198
78,194
79,189
80,183
81,175
82,168
83,159
84,154
85,146
86,140
87,131
88,122
89,113
90,106
91,100
92,91
93,84
94,75
95,69
96,63
97,55
98,48
99,43
100,37
101,31
102,25
103,21
104,17
105,13
106,10
107,8
108,7
109,6
110,6
111,7
112,8
113,10
114,14
115,18
116,23
117,29
118,36
119,45
120,55
121,64
122,75
123,87
124,99
125,111
126,125
127,137
128,154
129,166
130,180
131,193
132,204
133,214
134,223
135,232
136,242
137,248
138,255
139,255
140,255
141,255
142,255
143,255
144,255
145,255
146,255
147,254
148,247
149,239
150,233
151,224
152,220
153,210
154,201
155,195
156,181
157,169
158,160
159,153
160,143
161,133
162,121
163,109
164,103
165,91
166,85
167,75
168,68
169,59
170,51
171,44
172,39
173,32
174,26
175,22
176,17
177,13
178,10
179,7
180,5
181,4
182,3
183,3
184,3
185,3
186,5
187,6
188,8
189,10
190,13
191,15
192,18
193,21
194,24
195,27
196,31
197,36
198,39
199,43
200,48
201,51
202,55
203,60
204,64
205,68
206,70
207,75
208,79
209,83
210,87
211,90
212,94
213,98
214,99
215,105
216,107
217,109
218,113
219,117
220,119
221,122
222,126
223,127
224,127
225,132
226,134
227,134
228,139
229,140
230,140
231,142
232,145
233,148
234,147
235,151
236,151
237,150
238,153
239,153
240,156
241,154
242,156
243,157
244,158
245,159
246,160
247,162
248,161
249,160
250,161
251,159
252,159
253,158
254,159
255,160
